0.000,4906.300
0.250,4906.300
0.500,4906.300
0.750,4906.300
1.000,4906.300
1.250,4906.300
1.500,4906.300
1.750,4906.300
2.000,4906.300
2.250,4906.300
2.500,4906.300
2.750,4906.300
3.000,4906.300
3.250,4906.300
3.500,4906.300
3.750,4906.300
4.000,4906.300
4.250,4906.300
4.500,4906.300
4.750,4906.300
5.000,4906.300
5.250,4906.300
5.500,4906.300
5.750,4906.300
6.000,4906.300
6.250,4906.300
6.500,4906.300
6.750,4906.300
7.000,4906.300
7.250,4906.300
7.500,4906.300
7.750,4906.300
8.000,4906.300
8.250,4906.300
8.500,4906.300
8.750,4906.300
9.000,4906.300
9.250,4906.300
9.500,4906.300
9.750,4906.300
10.000,4906.300
